ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
0680,The Perfect Excuse,"December 3, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-03-the-perfect-excuse.png,"Bailey, King, Miles",https://www.housepetscomic.com/comic/2012/12/03/the-perfect-excuse/,65.0,The Unbearable Lightness of Being a Dog
0681,Of Brick Walls,"December 5, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-05-of-brick-walls.png,"Bailey, King",https://www.housepetscomic.com/comic/2012/12/05/of-brick-walls/,65.0,The Unbearable Lightness of Being a Dog
0682,Tooth Truth,"December 7, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-07-tooth-truth.png,"Bailey, Sasha",https://www.housepetscomic.com/comic/2012/12/07/tooth-truth/,65.0,The Unbearable Lightness of Being a Dog
0683,Something-Off,"December 10, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-10-something-off.png,"Bailey, Bino, King",https://www.housepetscomic.com/comic/2012/12/10/something-off/,65.0,The Unbearable Lightness of Being a Dog
0684,Big Mouth For A Small Body,"December 12, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-12-big-mouth-for-a-small-body.png,"Bailey, King",https://www.housepetscomic.com/comic/2012/12/12/big-mouth-for-a-small-body/,65.0,The Unbearable Lightness of Being a Dog
0685,All You Need,"December 14, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-14-all-you-need.png,"""Four Finger Discount"" Jack, King, Neighborhood Snakes, Neighbors, Poncho, Rodney, Sasha, Snow",https://www.housepetscomic.com/comic/2012/12/14/all-you-need/,65.0,The Unbearable Lightness of Being a Dog
0686,Baby It’s Cold Outside,"December 17, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-17-baby-its-cold-outside.png,"Bailey, King, Lucretia",https://www.housepetscomic.com/comic/2012/12/17/baby-its-cold-outside/,65.0,The Unbearable Lightness of Being a Dog
0687,I’ve Got To Go Away,"December 19, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-19-ive-got-to-go-away.png,"Bailey, Fido, King, Sabrina",https://www.housepetscomic.com/comic/2012/12/19/ive-got-to-go-away/,65.0,The Unbearable Lightness of Being a Dog
0688,At Least I’m Gonna Say That I Tried,"December 21, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-21-at-least-im-gonna-say-that-i-tried.png,"Bailey, Daisy, Joey, King, Raccoons, Sergeant Ralph, Squeak",https://www.housepetscomic.com/comic/2012/12/21/at-least-im-gonna-say-that-i-tried/,65.0,The Unbearable Lightness of Being a Dog
0689,All I Want For Christmas,"December 24, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-24-all-i-want-for-christmas.png,"Bailey, King",https://www.housepetscomic.com/comic/2012/12/24/all-i-want-for-christmas/,65.0,The Unbearable Lightness of Being a Dog
0690,Is You,"December 25, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-25-is-you.png,"Bailey, King",https://www.housepetscomic.com/comic/2012/12/25/is-you/,65.0,The Unbearable Lightness of Being a Dog
0691,Topical Humor,"December 28, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-28-topical-humor.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2012/12/28/topical-humor-2/,,
0692,Elaborate Setup,"December 31, 2012",https://www.housepetscomic.com/wp-content/uploads/2016/07/2012-12-31-elaborate-setup.png,"Karishad, Keene",https://www.housepetscomic.com/comic/2012/12/31/elaborate-setup/,,
0693,Snax,"January 2, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-02-snax.png,"Mr. Sandwich, Peanut",https://www.housepetscomic.com/comic/2013/01/02/snax/,,
0694,Olfactory Assessment,"January 4, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-04-olfactory-assessment.png,"Mr. Sandwich, Peanut",https://www.housepetscomic.com/comic/2013/01/04/olfactory-assessment/,,
0695,Stuff ‘Em In Yer Craw,"January 7, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-07-stuff-em-in-yer-craw.png,"Falstaff, Grape, Maxwell, Truck",https://www.housepetscomic.com/comic/2013/01/07/stuff-em-in-yer-craw/,66.0,One Cat's Treasure
0696,Planning Face,"January 9, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-09-planning-face.png,"Falstaff, Truck",https://www.housepetscomic.com/comic/2013/01/09/planning-face/,66.0,One Cat's Treasure
0697,Party In My Mouth,"January 11, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-11-party-in-my-mouth.png,"Bino, Grape, Maxwell",https://www.housepetscomic.com/comic/2013/01/11/party-in-my-mouth/,66.0,One Cat's Treasure
0698,Identity Theft,"January 14, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-14-identity-theft.png,"Bill, Falstaff, Fox, Jeff, Truck",https://www.housepetscomic.com/comic/2013/01/14/identity-theft/,66.0,One Cat's Treasure
0699,The Prefix Makes It,"January 16, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-16-the-prefix-makes-it.png,"Bino, Grape, Maxwell",https://www.housepetscomic.com/comic/2013/01/16/the-prefix-makes-it/,66.0,One Cat's Treasure
0700,Da Da Da Da!,"January 18, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-18-da-da-da-da.png,"Falstaff, Truck",https://www.housepetscomic.com/comic/2013/01/18/da-da-da-da/,66.0,One Cat's Treasure
0701,This Is Whack Man,"January 21, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-21-this-is-whack-man.png,"Falstaff, Fox, Truck",https://www.housepetscomic.com/comic/2013/01/21/this-is-whack-man/,66.0,One Cat's Treasure
0702,Party Spanner,"January 23, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-23-party-spanner.png,"Grape, Marvin, Maxwell, Tiger, Zach",https://www.housepetscomic.com/comic/2013/01/23/party-spanner/,66.0,One Cat's Treasure
0703,This Is The Way,"January 25, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-25-this-is-the-way.png,"Falstaff, Grape, Truck",https://www.housepetscomic.com/comic/2013/01/25/this-is-the-way/,66.0,One Cat's Treasure
0704,I Cast Burning Hands,"January 28, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-28-i-cast-burning-hands.png,"Falstaff, Truck",https://www.housepetscomic.com/comic/2013/01/28/i-cast-burning-hands/,66.0,One Cat's Treasure
0705,Worlds Collide (And Have Dinner),"January 30, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-01-30-worlds-collide-and-have-dinner.png,"Falstaff, Grape, Maxwell, Truck, Zach",https://www.housepetscomic.com/comic/2013/01/30/worlds-collide-and-have-dinner/,66.0,One Cat's Treasure
0706,Carry Fade-Out,"February 1, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-01-carry-fade-out.png,"Falstaff, Truck",https://www.housepetscomic.com/comic/2013/02/01/carry-fade-out/,66.0,One Cat's Treasure
0707,Nachos And Thou,"February 4, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-04-nachos-and-thou.png,"Bruce, Roosevelt",https://www.housepetscomic.com/comic/2013/02/04/nachos-and-thou/,,
0708,The Pending Litigation Of Spot,"February 6, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-06-the-pending-litigation-of-spot.png,"Grape, Peanut, Spot (Superdog), The Brans of the Universe",https://www.housepetscomic.com/comic/2013/02/06/the-pending-litigation-of-spot/,,
0709,Shot In The Dark,"February 8, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-08-shot-in-the-dark.png,"Grape, Mr. Bigglesworth, Peanut",https://www.housepetscomic.com/comic/2013/02/08/shot-in-the-dark/,,
0710,Dressing Down,"February 11, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-11-dressing-down.png,"Bino, Fox",https://www.housepetscomic.com/comic/2013/02/11/dressing-down/,67.0,Love and War
0711,Swapping Gift,"February 13, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-13-swapping-gift.png,"Bino, Sasha",https://www.housepetscomic.com/comic/2013/02/13/swapping-gift/,67.0,Love and War
0712,Make Them Love You,"February 14, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-14-make-them-love-you.png,"Bailey, Sergeant Ralph, Spo, Tiger",https://www.housepetscomic.com/comic/2013/02/14/make-them-love-you/,,
0713,In Good Company,"February 15, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-15-in-good-company.png,"Bino, Fox",https://www.housepetscomic.com/comic/2013/02/15/in-good-company/,67.0,Love and War
0714,I’d Be Home For Valentines,"February 18, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-18-id-be-home-for-valentines.png,"Fox, Rex, Yeltsin",https://www.housepetscomic.com/comic/2013/02/18/id-be-home-for-valentines/,67.0,Love and War
0715,Love Is A Phone Call Away,"February 20, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-20-love-is-a-phone-call-away.png,"Fox, Sasha, Yeltsin",https://www.housepetscomic.com/comic/2013/02/20/love-is-a-phone-call-away/,67.0,Love and War
0716,Speed Dater,"February 22, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-22-speed-dater.png,"Fox, Rex, Sasha",https://www.housepetscomic.com/comic/2013/02/22/speed-dater/,67.0,Love and War
0717,Words Are sWords,"February 25, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-25-words-are-swords.png,"Fox, Sasha, Yeltsin",https://www.housepetscomic.com/comic/2013/02/25/words-are-swords/,67.0,Love and War
0718,One By One Equals Zero,"February 27, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-02-27-one-by-one-equals-zero.png,"Devo, Fox, Griswold, Sten",https://www.housepetscomic.com/comic/2013/02/27/one-by-one-equals-zero/,67.0,Love and War
0719,Eyes Like Faucets,"March 1, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-01-eyes-like-faucets.png,"Fox, Sasha",https://www.housepetscomic.com/comic/2013/03/01/eyes-like-faucets/,67.0,Love and War
0720,BFF: The Sound Of A Swinging Baseball Bat,"March 4, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-04-BFF-the-sound-of-a-swinging-baseball-bat.png,"Fox, Sasha",https://www.housepetscomic.com/comic/2013/03/04/bff-the-sound-of-a-swinging-baseball-bat/,67.0,Love and War
0721,Dancing In The Dark,"March 6, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-06-dancing-in-the-dark.png,"Fox, Sasha",https://www.housepetscomic.com/comic/2013/03/06/dancing-in-the-dark/,67.0,Love and War
0722,Too Late To Think,"March 8, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-08-too-late-to-think.png,"Bailey, Fox",https://www.housepetscomic.com/comic/2013/03/08/too-late-to-think/,67.0,Love and War
0723,Tossing And Turning And Rinsing,"March 11, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-11-tossing-and-turning-and-rinsing.png,"Bino, Fox, Sasha",https://www.housepetscomic.com/comic/2013/03/11/tossing-and-turning-and-rinsing/,67.0,Love and War
0724,Crush-ing Blow,"March 13, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-13-crushing-blow.png,"Fox, Kevin, Sasha",https://www.housepetscomic.com/comic/2013/03/13/crushing-blow/,67.0,Love and War
0725,Butt Of This Joke,"March 15, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-15-butt-of-this-joke.png,"Bino, Duchess, Fox, Rex, Sten, Yeltsin",https://www.housepetscomic.com/comic/2013/03/15/butt-of-this-joke/,67.0,Love and War
0726,Hereafter Thereafter,"March 18, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-18-hereafter-thereafter.png,"Adorable Puppy, Bahamut, Cerberus",https://www.housepetscomic.com/comic/2013/03/18/hereafter-thereafter/,,
0727,Better In My Head,"March 20, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-20-better-in-my-head.png,Delusional Steve,https://www.housepetscomic.com/comic/2013/03/20/better-in-my-head/,,
0728,Cats Will Be Cats,"March 22, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-22-cats-will-be-cats.png,"Grape, Jasper",https://www.housepetscomic.com/comic/2013/03/22/cats-will-be-cats/,,
0729,Wet Markers,"March 25, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-25-wet-markers.png,"""Four Finger Discount"" Jack, Miles",https://www.housepetscomic.com/comic/2013/03/25/wet-markers/,68.0,Jack of One Trade
0730,Cleaning Up,"March 27, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-27-cleaning-up.png,"""Four Finger Discount"" Jack, Miles, Poncho",https://www.housepetscomic.com/comic/2013/03/27/cleaning-up/,68.0,Jack of One Trade
0731,Here’s Your Sign,"March 29, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-03-29-heres-your-sign.png,"""Four Finger Discount"" Jack, Elaine",https://www.housepetscomic.com/comic/2013/03/29/heres-your-sign/,68.0,Jack of One Trade
0732,Rube Tube,"April 1, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-01-rube-tube.png,"""Four Finger Discount"" Jack, Random People",https://www.housepetscomic.com/comic/2013/04/01/rube-tube/,68.0,Jack of One Trade
0733,Disarming Situation,"April 3, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-03-disarming-situation.png,"""Four Finger Discount"" Jack, Peanut",https://www.housepetscomic.com/comic/2013/04/03/disarming-situation/,68.0,Jack of One Trade
0734,Hot Deals,"April 5, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-05-hot-deals.png,"""Four Finger Discount"" Jack, Itsuki, Poncho",https://www.housepetscomic.com/comic/2013/04/05/hot-deals/,68.0,Jack of One Trade
0735,Police Bidness,"April 8, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-08-police-bidness.png,"""Four Finger Discount"" Jack, Kevin, Sergeant Ralph",https://www.housepetscomic.com/comic/2013/04/08/police-bidness/,68.0,Jack of One Trade
0736,Freshly Squeezed,"April 10, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-10-freshly-squeezed.png,"""Four Finger Discount"" Jack, Poncho",https://www.housepetscomic.com/comic/2013/04/10/freshly-squeezed/,68.0,Jack of One Trade
0737,Numbers Learning,"April 12, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-04-12-numbers-learning.png,"""Four Finger Discount"" Jack, City Clerk, Mr. London",https://www.housepetscomic.com/comic/2013/04/12/numbers-learning/,68.0,Jack of One Trade
0738,Darts As She Is Played,"June 19, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-06-19-darts-as-she-is-played.png,"Daryl, Karishad, Keene",https://www.housepetscomic.com/comic/2013/06/19/darts-as-she-is-played/,,
0739,Sweet Deal,"June 21, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-06-21-sweet-deal.png,"Darth Vader Sanchez, Deathaxe, Miles, Miles' Cubs, Narrator",https://www.housepetscomic.com/comic/2013/06/21/sweet-deal/,,
0740,The One And Only Taste,"June 24, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-06-24-the-one-and-only-taste.png,"Marvin, Tiger",https://www.housepetscomic.com/comic/2013/06/24/the-one-and-only-taste/,,
0741,The END Of Spot,"June 26, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-06-26-the-end-of-spot.png,"Grape, Jim-Jim, Nefarious Villains, Peanut, Spot (Superdog), Stripe",https://www.housepetscomic.com/comic/2013/06/26/the-end-of-spot/,,
0742,A Box Of Nerds,"June 28, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-06-28-a-box-of-nerds.png,"Fido, Joey, Spo, Squeak",https://www.housepetscomic.com/comic/2013/06/28/a-box-of-nerds/,70.0,Mice to Meet You
0743,Taxing-Onomy,"July 1, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-01-taxing-onomy.png,"Spo, Squeak",https://www.housepetscomic.com/comic/2013/07/01/taxing-onomy/,70.0,Mice to Meet You
0744,I’ve Got A Hand-le On Things,"July 3, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-03-ive-got-a-hand-le-on-things.png,"Mr. Bigglesworth, Spo, Squeak",https://www.housepetscomic.com/comic/2013/07/03/ive-got-a-hand-le-on-things/,70.0,Mice to Meet You
0745,Stamp Of Approval,"July 5, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-05-stamp-of-approval.png,"Mr. Bigglesworth, Spo, Squeak",https://www.housepetscomic.com/comic/2013/07/05/stamp-of-approval/,70.0,Mice to Meet You
0746,It Even Sounds Awesome,"July 8, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-08-it-even-sounds-awesome.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2013/07/08/it-even-sounds-awesome/,,
0747,It Even Is Awesome,"July 10, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-10-it-even-is-awesome.png,"Grape, Tarot",https://www.housepetscomic.com/comic/2013/07/10/it-even-is-awesome/,,
0748,Everybody’s Learning How,"July 12, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-12-everybodys-learning-how.png,"Grape, Maxwell, Tarot",https://www.housepetscomic.com/comic/2013/07/12/everybodys-learning-how/,,
0749,Foursight Is 20/20,"July 15, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-15-foursight-is-20-20.png,"Grape, Maxwell, Tarot",https://www.housepetscomic.com/comic/2013/07/15/foursight-is-20-20/,71.0,THE GALLIFRAX PROTOCOL
0750,Use The Fours,"July 17, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-17-use-the-fours.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2013/07/17/use-the-fours/,71.0,THE GALLIFRAX PROTOCOL
0751,Use The Doors,"July 19, 2013",https://www.housepetscomic.com/wp-content/uploads/2016/07/2013-07-19-use-the-doors.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2013/07/19/use-the-doors/,71.0,THE GALLIFRAX PROTOCOL
